# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Africa_Southern,resid cooling,electricity,electricity,2075,elect_td_bld,3.7108113,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2075,elect_td_bld,3.7108113,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2075,elect_td_bld,4.0566895,Australia_NZ
Brazil,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Brazil
Canada,resid cooling,electricity,electricity,2075,elect_td_bld,4.0708194,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2075,elect_td_bld,3.8806455,Central Asia
China,resid cooling,electricity,electricity,2075,elect_td_bld,3.9699437,China
EU-12,resid cooling,electricity,electricity,2075,elect_td_bld,3.9854834,EU-12
EU-15,resid cooling,electricity,electricity,2075,elect_td_bld,4.0381702,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2075,elect_td_bld,3.8806455,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2075,elect_td_bld,3.9854834,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2075,elect_td_bld,4.0381702,European Free Trade Association
India,resid cooling,electricity,electricity,2075,elect_td_bld,3.8563465,India
Indonesia,resid cooling,electricity,electricity,2075,elect_td_bld,3.9195538,Indonesia
Japan,resid cooling,electricity,electricity,2075,elect_td_bld,4.1234919,Japan
Mexico,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Mexico
Middle East,resid cooling,electricity,electricity,2075,elect_td_bld,3.8873874,Middle East
Pakistan,resid cooling,electricity,electricity,2075,elect_td_bld,3.9195538,Pakistan
Russia,resid cooling,electricity,electricity,2075,elect_td_bld,3.8806455,Russia
South Africa,resid cooling,electricity,electricity,2075,elect_td_bld,3.7108113,South Africa
South America_Northern,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,South America_Southern
South Asia,resid cooling,electricity,electricity,2075,elect_td_bld,3.9195538,South Asia
South Korea,resid cooling,electricity,electricity,2075,elect_td_bld,4.0355539,South Korea
Southeast Asia,resid cooling,electricity,electricity,2075,elect_td_bld,3.9195538,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2075,elect_td_bld,3.9195538,Taiwan
Argentina,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Argentina
Colombia,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Colombia
Uruguay,resid cooling,electricity,electricity,2075,elect_td_bld,3.9087049,Uruguay
USA,resid cooling,electricity,electricity,2080,elect_td_bld,4.244184,USA
Africa_Eastern,resid cooling,electricity,electricity,2080,elect_td_bld,3.8758618,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2080,elect_td_bld,3.8758618,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2080,elect_td_bld,3.8758618,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2080,elect_td_bld,3.8758618,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2080,elect_td_bld,4.1846538,Australia_NZ
Brazil,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Brazil
Canada,resid cooling,electricity,electricity,2080,elect_td_bld,4.1989985,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2080,elect_td_bld,4.0313438,Central Asia
China,resid cooling,electricity,electricity,2080,elect_td_bld,4.117032,China
EU-12,resid cooling,electricity,electricity,2080,elect_td_bld,4.1304953,EU-12
EU-15,resid cooling,electricity,electricity,2080,elect_td_bld,4.1689193,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2080,elect_td_bld,4.0313438,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2080,elect_td_bld,4.1304953,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2080,elect_td_bld,4.1689193,European Free Trade Association
India,resid cooling,electricity,electricity,2080,elect_td_bld,4.0132483,India
Indonesia,resid cooling,electricity,electricity,2080,elect_td_bld,4.0704962,Indonesia
Japan,resid cooling,electricity,electricity,2080,elect_td_bld,4.2478933,Japan
Mexico,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Mexico
Middle East,resid cooling,electricity,electricity,2080,elect_td_bld,4.0317178,Middle East
Pakistan,resid cooling,electricity,electricity,2080,elect_td_bld,4.0704962,Pakistan
Russia,resid cooling,electricity,electricity,2080,elect_td_bld,4.0313438,Russia
South Africa,resid cooling,electricity,electricity,2080,elect_td_bld,3.8758618,South Africa
South America_Northern,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,South America_Southern
South Asia,resid cooling,electricity,electricity,2080,elect_td_bld,4.0704962,South Asia
South Korea,resid cooling,electricity,electricity,2080,elect_td_bld,4.1692805,South Korea
Southeast Asia,resid cooling,electricity,electricity,2080,elect_td_bld,4.0704962,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2080,elect_td_bld,4.0704962,Taiwan
Argentina,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Argentina
Colombia,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Colombia
Uruguay,resid cooling,electricity,electricity,2080,elect_td_bld,4.059004,Uruguay
USA,resid cooling,electricity,electricity,2085,elect_td_bld,4.3730466,USA
Africa_Eastern,resid cooling,electricity,electricity,2085,elect_td_bld,4.0415198,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2085,elect_td_bld,4.0415198,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2085,elect_td_bld,4.0415198,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2085,elect_td_bld,4.0415198,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2085,elect_td_bld,4.3177266,Australia_NZ
Brazil,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Brazil
Canada,resid cooling,electricity,electricity,2085,elect_td_bld,4.3315216,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2085,elect_td_bld,4.1827216,Central Asia
China,resid cooling,electricity,electricity,2085,elect_td_bld,4.2608131,China
EU-12,resid cooling,electricity,electricity,2085,elect_td_bld,4.2739134,EU-12
EU-15,resid cooling,electricity,electricity,2085,elect_td_bld,4.3035964,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2085,elect_td_bld,4.1827216,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2085,elect_td_bld,4.2739134,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2085,elect_td_bld,4.3035964,European Free Trade Association
India,resid cooling,electricity,electricity,2085,elect_td_bld,4.1685294,India
Indonesia,resid cooling,electricity,electricity,2085,elect_td_bld,4.2197116,Indonesia
Japan,resid cooling,electricity,electricity,2085,elect_td_bld,4.3757898,Japan
Mexico,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Mexico
Middle East,resid cooling,electricity,electricity,2085,elect_td_bld,4.1795552,Middle East
Pakistan,resid cooling,electricity,electricity,2085,elect_td_bld,4.2197116,Pakistan
Russia,resid cooling,electricity,electricity,2085,elect_td_bld,4.1827216,Russia
South Africa,resid cooling,electricity,electricity,2085,elect_td_bld,4.0415198,South Africa
South America_Northern,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,South America_Southern
South Asia,resid cooling,electricity,electricity,2085,elect_td_bld,4.2197116,South Asia
South Korea,resid cooling,electricity,electricity,2085,elect_td_bld,4.305662,South Korea
Southeast Asia,resid cooling,electricity,electricity,2085,elect_td_bld,4.2197116,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2085,elect_td_bld,4.2197116,Taiwan
Argentina,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Argentina
Colombia,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Colombia
Uruguay,resid cooling,electricity,electricity,2085,elect_td_bld,4.2084735,Uruguay
USA,resid cooling,electricity,electricity,2090,elect_td_bld,4.5058218,USA
Africa_Eastern,resid cooling,electricity,electricity,2090,elect_td_bld,4.2136642,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2090,elect_td_bld,4.2136642,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2090,elect_td_bld,4.2136642,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2090,elect_td_bld,4.2136642,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2090,elect_td_bld,4.4550225,Australia_NZ
Brazil,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Brazil
Canada,resid cooling,electricity,electricity,2090,elect_td_bld,4.4682212,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3395755,Central Asia
China,resid cooling,electricity,electricity,2090,elect_td_bld,4.40953,China
EU-12,resid cooling,electricity,electricity,2090,elect_td_bld,4.4222327,EU-12
EU-15,resid cooling,electricity,electricity,2090,elect_td_bld,4.4426085,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2090,elect_td_bld,4.3395755,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2090,elect_td_bld,4.4222327,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2090,elect_td_bld,4.4426085,European Free Trade Association
India,resid cooling,electricity,electricity,2090,elect_td_bld,4.3295402,India
Indonesia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3742357,Indonesia
Japan,resid cooling,electricity,electricity,2090,elect_td_bld,4.5075368,Japan
Mexico,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Mexico
Middle East,resid cooling,electricity,electricity,2090,elect_td_bld,4.3326533,Middle East
Pakistan,resid cooling,electricity,electricity,2090,elect_td_bld,4.3742357,Pakistan
Russia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3395755,Russia
South Africa,resid cooling,electricity,electricity,2090,elect_td_bld,4.2136642,South Africa
South America_Northern,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,South America_Southern
South Asia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3742357,South Asia
South Korea,resid cooling,electricity,electricity,2090,elect_td_bld,4.4464818,South Korea
Southeast Asia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3742357,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2090,elect_td_bld,4.3742357,Taiwan
Argentina,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Argentina
Colombia,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Colombia
Uruguay,resid cooling,electricity,electricity,2090,elect_td_bld,4.3632777,Uruguay
USA,resid cooling,electricity,electricity,2095,elect_td_bld,4.6426283,USA
Africa_Eastern,resid cooling,electricity,electricity,2095,elect_td_bld,4.3925363,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2095,elect_td_bld,4.3925363,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2095,elect_td_bld,4.3925363,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2095,elect_td_bld,4.3925363,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2095,elect_td_bld,4.5966753,Australia_NZ
Brazil,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Brazil
Canada,resid cooling,electricity,electricity,2095,elect_td_bld,4.6092287,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5020982,Central Asia
China,resid cooling,electricity,electricity,2095,elect_td_bld,4.5633497,China
EU-12,resid cooling,electricity,electricity,2095,elect_td_bld,4.5756187,EU-12
EU-15,resid cooling,electricity,electricity,2095,elect_td_bld,4.5860947,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2095,elect_td_bld,4.5020982,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2095,elect_td_bld,4.5756187,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2095,elect_td_bld,4.5860947,European Free Trade Association
India,resid cooling,electricity,electricity,2095,elect_td_bld,4.4964855,India
Indonesia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5342531,Indonesia
Japan,resid cooling,electricity,electricity,2095,elect_td_bld,4.6432502,Japan
Mexico,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Mexico
Middle East,resid cooling,electricity,electricity,2095,elect_td_bld,4.4911951,Middle East
Pakistan,resid cooling,electricity,electricity,2095,elect_td_bld,4.5342531,Pakistan
Russia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5020982,Russia
South Africa,resid cooling,electricity,electricity,2095,elect_td_bld,4.3925363,South Africa
South America_Northern,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,South America_Southern
South Asia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5342531,South Asia
South Korea,resid cooling,electricity,electricity,2095,elect_td_bld,4.5918835,South Korea
Southeast Asia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5342531,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2095,elect_td_bld,4.5342531,Taiwan
Argentina,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Argentina
Colombia,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Colombia
Uruguay,resid cooling,electricity,electricity,2095,elect_td_bld,4.5236026,Uruguay
USA,resid cooling,electricity,electricity,2100,elect_td_bld,4.7835886,USA
Africa_Eastern,resid cooling,electricity,electricity,2100,elect_td_bld,4.5259032,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2100,elect_td_bld,4.5259032,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2100,elect_td_bld,4.5259032,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2100,elect_td_bld,4.5259032,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2100,elect_td_bld,4.7362403,Australia_NZ
Brazil,resid cooling,electricity,electricity,2100,elect_td_bld,4.660949,Brazil
Canada,resid cooling,electricity,electricity,2100,elect_td_bld,4.7491748,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2100,elect_td_bld,4.660949,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2100,elect_td_bld,4.6387917,Central Asia
China,resid cooling,electricity,electricity,2100,elect_td_bld,4.7019028,China
EU-12,resid cooling,electricity,electricity,2100,elect_td_bld,4.7145444,EU-12
EU-15,resid cooling,electricity,electricity,2100,elect_td_bld,4.7253385,EU-15
