# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Uruguay,resid others,refined liquids,refined liquids,2050,refined liquids enduse,0.5750443,Uruguay
USA,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6339069,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5392808,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5392808,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5392808,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5392808,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6210592,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Brazil
Canada,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6234544,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5757221,Central Asia
China,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5929695,China
EU-12,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5972402,EU-12
EU-15,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6165476,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5757221,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5972402,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6165476,European Free Trade Association
India,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5662725,India
Indonesia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5810679,Indonesia
Japan,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6346664,Japan
Mexico,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Mexico
Middle East,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5825543,Middle East
Pakistan,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5810679,Pakistan
Russia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5757221,Russia
South Africa,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5392808,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5810679,South Asia
South Korea,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.6135513,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5810679,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5810679,Taiwan
Argentina,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Argentina
Colombia,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Colombia
Uruguay,resid others,refined liquids,refined liquids,2055,refined liquids enduse,0.5826433,Uruguay
USA,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6370828,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5500943,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5500943,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5500943,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5500943,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6250793,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Brazil
Canada,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6274077,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5844684,Central Asia
China,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6009898,China
EU-12,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6047201,EU-12
EU-15,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6208776,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5844684,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6047201,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6208776,European Free Trade Association
India,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5767989,India
Indonesia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5903043,Indonesia
Japan,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6379223,Japan
Mexico,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Mexico
Middle East,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5894095,Middle East
Pakistan,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5903043,Pakistan
Russia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5844684,Russia
South Africa,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5500943,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5903043,South Asia
South Korea,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.6187108,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5903043,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.5903043,Taiwan
Argentina,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Argentina
Colombia,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Colombia
Uruguay,resid others,refined liquids,refined liquids,2060,refined liquids enduse,0.590304,Uruguay
USA,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6402746,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5610027,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5610027,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5610027,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5610027,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6291241,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Brazil
Canada,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6313851,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5932879,Central Asia
China,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6090756,China
EU-12,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6122599,EU-12
EU-15,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6252356,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5932879,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6122599,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6252356,European Free Trade Association
India,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5874165,India
Indonesia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5996186,Indonesia
Japan,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6411948,Japan
Mexico,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Mexico
Middle East,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5963189,Middle East
Pakistan,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5996186,Pakistan
Russia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5932879,Russia
South Africa,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5610027,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5996186,South Asia
South Korea,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.6239066,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5996186,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5996186,Taiwan
Argentina,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Argentina
Colombia,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Colombia
Uruguay,resid others,refined liquids,refined liquids,2065,refined liquids enduse,0.5980269,Uruguay
USA,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6434824,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.5717553,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.5717553,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.5717553,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.5717553,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6330029,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Brazil
Canada,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6352427,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6012444,Central Asia
China,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6161528,China
EU-12,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6189667,EU-12
EU-15,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6296024,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6012444,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6189667,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6296024,European Free Trade Association
India,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.596396,India
Indonesia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6074647,Indonesia
Japan,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6442864,Japan
Mexico,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Mexico
Middle East,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.60329410000000006,Middle East
Pakistan,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6074647,Pakistan
Russia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6012444,Russia
South Africa,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.5717553,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6074647,South Asia
South Korea,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6287302,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6074647,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6074647,Taiwan
Argentina,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Argentina
Colombia,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Colombia
Uruguay,resid others,refined liquids,refined liquids,2070,refined liquids enduse,0.6058175,Uruguay
USA,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6467063,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.5826015,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.5826015,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.5826015,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.5826015,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6369048,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Brazil
Canada,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6391232,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6092657,Central Asia
China,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6232856,China
EU-12,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6257254,EU-12
EU-15,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6339973,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6092657,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6257254,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6339973,European Free Trade Association
India,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6054507,India
Indonesia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6153743,Indonesia
Japan,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6473929,Japan
Mexico,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Mexico
Middle East,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6103242,Middle East
Pakistan,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6153743,Pakistan
Russia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6092657,Russia
South Africa,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.5826015,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6153743,South Asia
South Korea,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6335865,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6153743,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6153743,Taiwan
Argentina,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Argentina
Colombia,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Colombia
Uruguay,resid others,refined liquids,refined liquids,2075,refined liquids enduse,0.6136711,Uruguay
USA,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6499463,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.5935421,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.5935421,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.5935421,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.5935421,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6408299,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Brazil
Canada,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6430266,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6173523,Central Asia
China,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6304744,China
EU-12,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6325362,EU-12
EU-15,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6384204,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6173523,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6325362,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6384204,European Free Trade Association
India,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6145812,India
Indonesia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.623348,Indonesia
Japan,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6505143,Japan
Mexico,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Mexico
Middle East,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6174096,Middle East
Pakistan,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.623348,Pakistan
Russia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6173523,Russia
South Africa,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.5935421,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.623348,South Asia
South Korea,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6384757,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.623348,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.623348,Taiwan
Argentina,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Argentina
Colombia,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Colombia
Uruguay,resid others,refined liquids,refined liquids,2080,refined liquids enduse,0.6215881,Uruguay
USA,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6532025,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6036823,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6036823,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6036823,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6036823,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6449393,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Brazil
Canada,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6469999,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6247736,Central Asia
China,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6364382,China
EU-12,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.638395,EU-12
EU-15,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6428287,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6247736,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.638395,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6428287,European Free Trade Association
India,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6226537,India
Indonesia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6302988,Indonesia
Japan,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6536122,Japan
Mexico,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Mexico
Middle East,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6243007,Middle East
Pakistan,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6302988,Pakistan
Russia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6247736,Russia
South Africa,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6036823,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6302988,South Asia
South Korea,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6431372,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6302988,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6302988,Taiwan
Argentina,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Argentina
Colombia,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Colombia
Uruguay,resid others,refined liquids,refined liquids,2085,refined liquids enduse,0.6286202,Uruguay
USA,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.656475,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6139092,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6139092,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6139092,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6139092,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6490739,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Brazil
Canada,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6509968,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6322538,Central Asia
China,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6424458,China
EU-12,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6442965,EU-12
EU-15,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6472652,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6322538,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6442965,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6472652,European Free Trade Association
India,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6307917,India
Indonesia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6373036,Indonesia
Japan,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6567249,Japan
Mexico,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Mexico
Middle East,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6312453,Middle East
Pakistan,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6373036,Pakistan
Russia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6322538,Russia
South Africa,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6139092,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6373036,South Asia
South Korea,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6478295,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6373036,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6373036,Taiwan
Argentina,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Argentina
Colombia,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Colombia
Uruguay,resid others,refined liquids,refined liquids,2090,refined liquids enduse,0.6357071,Uruguay
USA,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.659764,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6242234,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6242234,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6242234,Africa_Southern
Africa_Western,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6242234,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6532336,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Brazil
Canada,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6550176,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6397933,Central Asia
China,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6484977,China
EU-12,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6502413,EU-12
EU-15,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.65173,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6397933,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6502413,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.65173,European Free Trade Association
India,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6389956,India
Indonesia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6443628,Indonesia
Japan,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6598524,Japan
Mexico,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Mexico
Middle East,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6382438,Middle East
Pakistan,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6443628,Pakistan
Russia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6397933,Russia
South Africa,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6242234,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6443628,South Asia
South Korea,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6525526,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6443628,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6443628,Taiwan
Argentina,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Argentina
Colombia,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Colombia
Uruguay,resid others,refined liquids,refined liquids,2095,refined liquids enduse,0.6428492,Uruguay
USA,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6630694,USA
Africa_Eastern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6273508,Africa_Eastern
Africa_Northern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6273508,Africa_Northern
Africa_Southern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6273508,Africa_Southern
